公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600872,2020-07-14,64.50,66.20,63.60,65.60,1.10,1.71,"70,256","45,639",4.03,0.88
600872,2020-07-13,62.96,64.95,62.06,64.50,1.50,2.38,"87,155","55,583",4.59,1.09
600872,2020-07-10,59.30,63.80,59.14,63.00,3.20,5.35,"93,946","58,079",7.79,1.18
600872,2020-07-09,57.85,60.26,57.21,59.80,1.90,3.28,"94,380","55,588",5.27,1.18
600872,2020-07-08,56.45,58.06,56.15,57.90,1.62,2.88,"77,944","44,791",3.39,0.98
600872,2020-07-07,56.00,58.09,55.60,56.28,0.38,0.68,"124,112","70,528",4.45,1.56
600872,2020-07-06,56.20,56.70,55.12,55.90,-0.35,-0.62,"117,624","65,854",2.81,1.48
600872,2020-07-03,56.35,56.88,55.71,56.25,-0.52,-0.92,"82,958","46,688",2.06,1.04
600872,2020-07-02,59.18,59.54,56.50,56.77,-2.78,-4.67,"90,823","52,465",5.11,1.14
600872,2020-07-01,59.00,60.18,58.00,59.55,1.02,1.74,"38,190","22,617",3.72,0.48
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600872,2020-06-30,56.99,59.36,56.60,58.53,2.00,3.54,"38,638","22,554",4.88,0.49
600872,2020-06-29,56.17,56.92,55.68,56.53,0.32,0.57,"30,066","16,960",2.21,0.38
600872,2020-06-24,56.29,56.99,55.81,56.21,-0.08,-0.14,"24,589","13,838",2.10,0.31
600872,2020-06-23,54.96,56.97,54.75,56.29,1.33,2.42,"35,513","19,949",4.04,0.45
600872,2020-06-22,55.70,55.90,54.45,54.96,-0.60,-1.08,"55,246","30,369",2.61,0.69
600872,2020-06-19,55.49,56.45,55.00,55.56,0.44,0.80,"53,648","29,927",2.63,0.67
600872,2020-06-18,54.78,55.50,53.88,55.12,0.61,1.12,"48,271","26,441",2.97,0.61
600872,2020-06-17,53.98,54.65,53.66,54.51,0.48,0.89,"33,408","18,130",1.83,0.42
600872,2020-06-16,53.47,54.34,52.90,54.03,0.79,1.48,"51,807","27,900",2.70,0.65
600872,2020-06-15,51.80,54.49,51.70,53.24,1.07,2.05,"77,810","41,797",5.35,0.98
600872,2020-06-12,49.34,52.62,49.30,52.17,0.56,1.09,"65,742","33,887",6.43,0.83
600872,2020-06-11,52.50,52.70,51.25,51.61,-0.85,-1.62,"60,809","31,416",2.76,0.76
600872,2020-06-10,52.37,52.94,52.10,52.46,0.07,0.13,"35,451","18,597",1.60,0.45
600872,2020-06-09,51.36,53.09,51.23,52.39,1.03,2.01,"56,900","29,662",3.62,0.71
600872,2020-06-08,52.50,52.55,51.03,51.36,-0.91,-1.74,"55,246","28,442",2.91,0.69
600872,2020-06-05,52.44,52.70,51.81,52.27,-0.48,-0.91,"35,552","18,592",1.69,0.45
600872,2020-06-04,52.10,53.05,51.42,52.75,0.46,0.88,"60,679","31,838",3.12,0.76
600872,2020-06-03,53.03,53.03,51.85,52.29,-0.74,-1.40,"69,986","36,545",2.23,0.88
600872,2020-06-02,54.69,55.00,52.32,53.03,-1.67,-3.05,"76,442","40,566",4.90,0.96
600872,2020-06-01,54.70,55.46,54.00,54.70,-0.30,-0.55,"53,727","29,324",2.65,0.67
600872,2020-05-29,53.81,55.10,53.33,55.00,1.40,2.61,"39,184","21,338",3.30,0.49
600872,2020-05-28,53.01,54.32,52.50,53.60,0.35,0.66,"32,666","17,485",3.42,0.41
600872,2020-05-27,53.51,54.16,52.60,53.25,-0.04,-0.08,"45,472","24,321",2.93,0.57
600872,2020-05-26,52.64,53.50,51.70,53.29,0.89,1.70,"63,748","33,645",3.44,0.80
600872,2020-05-25,50.21,53.00,49.43,52.40,2.70,5.43,"73,110","37,866",7.18,0.92
600872,2020-05-22,50.80,51.49,49.08,49.70,-1.51,-2.95,"70,399","35,198",4.71,0.88
600872,2020-05-21,50.90,51.88,50.13,51.21,0.21,0.41,"51,822","26,550",3.43,0.65
600872,2020-05-20,52.40,52.58,50.60,51.00,-1.70,-3.23,"45,117","23,150",3.76,0.57
600872,2020-05-19,52.82,53.09,51.72,52.70,0.27,0.52,"36,273","19,032",2.61,0.46
600872,2020-05-18,50.40,52.90,50.06,52.43,2.35,4.69,"57,340","29,914",5.67,0.72
600872,2020-05-15,50.37,50.96,49.61,50.08,-0.29,-0.58,"33,079","16,569",2.68,0.42
600872,2020-05-14,50.51,51.15,49.60,50.37,-0.12,-0.24,"43,413","21,879",3.07,0.55
