公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
603288,2020-07-14,131.34,132.35,128.70,130.60,-0.77,-0.59,"51,249","66,921",2.78,0.16
603288,2020-07-13,130.00,132.48,129.38,131.37,1.13,0.87,"60,639","79,762",2.38,0.19
603288,2020-07-10,127.77,132.40,127.50,130.24,1.60,1.24,"60,833","79,342",3.81,0.19
603288,2020-07-09,127.77,129.08,126.60,128.64,0.87,0.68,"51,846","66,246",1.94,0.16
603288,2020-07-08,129.10,129.86,126.60,127.77,-0.28,-0.22,"63,822","81,419",2.55,0.20
603288,2020-07-07,124.45,131.77,124.01,128.05,3.61,2.90,"108,625","139,318",6.24,0.34
603288,2020-07-06,123.55,125.50,123.33,124.44,0.09,0.07,"82,996","103,173",1.75,0.26
603288,2020-07-03,124.01,124.77,122.80,124.35,0.35,0.28,"51,845","64,221",1.59,0.16
603288,2020-07-02,127.50,127.98,123.00,124.00,-1.00,-0.80,"90,277","112,828",3.98,0.28
603288,2020-07-01,124.00,125.29,122.99,125.00,0.60,0.48,"42,430","52,765",1.85,0.13
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
603288,2020-06-30,124.64,124.78,122.86,124.40,-0.25,-0.20,"37,871","46,871",1.54,0.12
603288,2020-06-29,123.79,125.30,122.62,124.65,0.85,0.69,"50,702","62,835",2.16,0.16
603288,2020-06-24,121.90,124.00,121.00,123.80,2.50,2.06,"55,899","68,637",2.47,0.17
603288,2020-06-23,118.15,121.34,117.81,121.30,3.41,2.89,"65,240","78,336",2.99,0.20
603288,2020-06-22,119.50,119.87,117.22,117.89,-1.50,-1.26,"47,541","56,109",2.22,0.15
603288,2020-06-19,117.00,120.50,116.82,119.39,2.76,2.37,"72,058","85,924",3.16,0.22
603288,2020-06-18,116.30,116.88,115.06,116.63,0.78,0.67,"40,050","46,565",1.57,0.12
603288,2020-06-17,117.00,117.00,113.52,115.85,-0.37,-0.32,"56,720","65,094",2.99,0.18
603288,2020-06-16,115.25,116.92,114.27,116.22,2.21,1.94,"62,026","71,872",2.32,0.19
603288,2020-06-15,114.17,115.87,113.50,114.01,-1.09,-0.95,"38,041","43,497",2.06,0.12
603288,2020-06-12,112.60,115.10,112.40,115.10,1.43,1.26,"45,919","52,345",2.38,0.14
603288,2020-06-11,113.79,115.30,113.25,113.67,-0.45,-0.39,"43,782","50,038",1.80,0.14
603288,2020-06-10,114.49,115.47,113.71,114.12,0.25,0.22,"42,422","48,621",1.55,0.13
603288,2020-06-09,113.23,114.39,112.00,113.87,0.67,0.59,"40,949","46,485",2.11,0.13
603288,2020-06-08,115.45,115.80,113.01,113.20,-2.17,-1.88,"61,415","69,888",2.42,0.19
603288,2020-06-05,115.00,116.00,113.33,115.37,0.83,0.72,"50,184","57,814",2.33,0.15
603288,2020-06-04,114.00,115.11,113.00,114.54,0.20,0.17,"44,464","50,767",1.85,0.14
603288,2020-06-03,114.60,116.15,114.00,114.34,-0.50,-0.44,"35,751","40,992",1.87,0.11
603288,2020-06-02,116.71,116.90,114.28,114.84,-1.60,-1.37,"49,593","56,886",2.25,0.15
603288,2020-06-01,116.50,117.41,114.31,116.44,1.54,1.34,"59,282","68,586",2.70,0.18
603288,2020-05-29,113.92,115.68,113.01,114.90,1.24,1.09,"43,587","50,050",2.35,0.13
603288,2020-05-28,114.36,114.94,112.50,113.66,-0.69,-0.60,"33,837","38,495",2.13,0.10
603288,2020-05-27,116.01,116.36,113.01,114.35,-2.06,-1.77,"45,391","51,778",2.88,0.14
603288,2020-05-26,115.90,117.25,114.18,116.41,0.43,0.37,"35,576","41,298",2.65,0.11
603288,2020-05-25,114.56,116.60,111.30,115.98,2.66,2.35,"52,249","59,990",4.68,0.16
603288,2020-05-22,116.94,116.99,112.50,113.32,-4.77,-4.04,"56,630","64,545",3.80,0.17
603288,2020-05-21,114.46,119.95,114.19,118.09,3.91,3.42,"70,772","83,323",5.04,0.22
603288,2020-05-20,114.20,115.00,113.06,114.18,-0.01,-0.01,"36,152","41,211",1.70,0.11
603288,2020-05-19,113.72,115.22,111.70,114.19,1.39,1.23,"57,444","65,359",3.12,0.18
603288,2020-05-18,110.22,113.10,109.30,112.80,2.40,2.17,"53,350","59,893",3.44,0.16
603288,2020-05-15,111.51,111.76,109.20,110.40,0.08,0.07,"35,265","38,873",2.32,0.11
603288,2020-05-14,113.50,113.50,110.15,110.32,-2.86,-2.53,"57,592","63,883",2.96,0.18
603288,2020-05-13,112.00,114.06,110.52,113.18,0.71,0.63,"63,576","71,423",3.15,0.20
603288,2020-05-12,108.57,113.65,107.80,112.47,5.13,4.78,"93,676","104,570",5.45,0.29
603288,2020-05-11,108.80,112.53,107.02,107.34,-1.38,-1.27,"68,153","74,201",5.07,0.21
603288,2020-05-08,107.60,109.95,105.88,108.72,1.01,0.94,"69,304","74,878",3.78,0.21
603288,2020-05-07,106.14,108.27,105.00,107.71,2.62,2.49,"71,140","76,248",3.11,0.22
603288,2020-05-06,121.41,127.23,121.05,127.19,4.26,3.47,"71,059","88,686",5.03,0.26
603288,2020-04-30,126.00,126.00,121.80,122.93,-3.56,-2.81,"55,127","67,988",3.32,0.20
603288,2020-04-29,127.85,127.99,124.01,126.49,-1.31,-1.03,"35,837","45,053",3.11,0.13
603288,2020-04-28,125.61,129.52,124.73,127.80,2.15,1.71,"61,797","78,616",3.81,0.23
603288,2020-04-27,128.78,130.00,123.30,125.65,-1.43,-1.13,"64,981","81,767",5.27,0.24
603288,2020-04-24,126.00,127.50,124.21,127.08,1.23,0.98,"35,804","45,233",2.61,0.13
603288,2020-04-23,126.55,128.98,124.90,125.85,-0.57,-0.45,"50,757","64,179",3.23,0.19
