公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600298,2020-07-14,60.61,66.62,60.60,66.46,5.90,9.74,"228,949","145,265",9.94,2.78
600298,2020-07-13,60.56,60.56,60.27,60.56,5.51,10.01,"84,392","51,090",0.53,1.02
600298,2020-07-10,53.80,55.85,53.70,55.05,0.76,1.40,"91,306","50,224",3.96,1.11
600298,2020-07-09,54.22,54.80,53.28,54.29,-0.36,-0.66,"131,710","71,085",2.78,1.60
600298,2020-07-08,50.99,54.89,50.99,54.65,4.73,9.48,"173,441","93,012",7.81,2.10
600298,2020-07-07,50.43,51.18,48.87,49.92,-0.41,-0.81,"149,731","74,412",4.59,1.82
600298,2020-07-06,47.20,51.79,47.20,50.33,2.62,5.49,"188,150","94,069",9.62,2.28
600298,2020-07-03,48.14,48.15,46.40,47.71,-0.49,-1.02,"116,781","55,216",3.63,1.42
600298,2020-07-02,48.52,49.32,47.74,48.20,-0.13,-0.27,"76,147","36,903",3.27,0.92
600298,2020-07-01,49.49,49.65,47.68,48.33,-1.15,-2.32,"82,425","40,095",3.98,1.00
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600298,2020-06-30,47.15,49.82,47.15,49.48,2.03,4.28,"82,302","40,094",5.63,1.00
600298,2020-06-29,46.50,47.50,46.00,47.45,1.15,2.48,"81,711","38,358",3.24,0.99
600298,2020-06-24,46.87,46.91,45.74,46.30,-0.31,-0.67,"57,247","26,527",2.51,0.69
600298,2020-06-23,45.33,46.86,45.05,46.61,1.48,3.28,"84,132","38,951",4.01,1.02
600298,2020-06-22,45.52,46.25,44.88,45.13,-0.45,-0.99,"81,709","37,171",3.01,0.99
600298,2020-06-19,45.05,46.80,45.05,45.58,0.57,1.27,"89,286","40,901",3.89,1.08
600298,2020-06-18,45.50,45.50,44.58,45.01,0.01,0.02,"67,437","30,317",2.04,0.82
600298,2020-06-17,45.30,45.34,44.62,45.00,-0.35,-0.77,"54,939","24,676",1.59,0.67
600298,2020-06-16,44.80,45.88,44.55,45.35,0.88,1.98,"87,680","39,700",2.99,1.06
600298,2020-06-15,44.80,45.55,43.99,44.47,-0.54,-1.20,"76,582","34,118",3.47,0.93
600298,2020-06-12,44.18,45.13,44.17,45.01,-0.09,-0.20,"86,696","38,771",2.13,1.05
600298,2020-06-11,45.00,45.45,44.44,45.10,-0.11,-0.24,"92,605","41,607",2.23,1.12
600298,2020-06-10,43.60,45.30,43.30,45.21,1.88,4.34,"176,308","78,330",4.62,2.14
600298,2020-06-09,39.88,43.33,39.88,43.33,3.94,10.00,"239,315","101,311",8.76,2.90
600298,2020-06-08,39.58,39.95,38.96,39.39,0.09,0.23,"142,085","56,080",2.52,1.72
600298,2020-06-05,40.90,40.91,38.58,39.30,-1.55,-3.79,"193,795","76,308",5.70,2.35
600298,2020-06-04,40.58,40.88,39.83,40.85,0.27,0.67,"80,295","32,490",2.59,0.97
600298,2020-06-03,40.26,40.87,39.70,40.58,0.33,0.82,"81,238","32,842",2.91,0.99
600298,2020-06-02,41.88,41.88,40.23,40.25,-1.78,-4.24,"127,167","51,797",3.93,1.54
600298,2020-06-01,42.11,42.88,41.50,42.03,-0.25,-0.59,"115,819","48,562",3.26,1.41
600298,2020-05-29,41.29,42.33,41.11,42.28,1.10,2.67,"84,633","35,377",2.96,1.03
600298,2020-05-28,41.43,41.99,40.84,41.18,-0.34,-0.82,"78,019","32,279",2.77,0.95
600298,2020-05-27,41.40,42.04,41.04,41.52,-0.06,-0.14,"72,288","30,073",2.41,0.88
600298,2020-05-26,40.82,41.93,40.70,41.58,0.56,1.37,"60,110","24,928",3.00,0.73
600298,2020-05-25,40.07,41.17,39.36,41.02,1.30,3.27,"81,031","32,968",4.56,0.98
600298,2020-05-22,40.66,41.15,39.44,39.72,-1.18,-2.89,"84,510","33,895",4.18,1.03
600298,2020-05-21,40.89,41.50,40.29,40.90,0.30,0.74,"89,728","36,726",2.98,1.09
600298,2020-05-20,41.20,41.39,40.40,40.60,-0.90,-2.17,"80,347","32,763",2.39,0.98
600298,2020-05-19,41.68,41.73,40.72,41.50,0.02,0.05,"66,605","27,398",2.43,0.81
600298,2020-05-18,40.00,42.24,39.73,41.48,1.46,3.65,"98,672","40,772",6.27,1.20
600298,2020-05-15,40.20,40.60,39.15,40.02,0.03,0.08,"63,069","25,141",3.63,0.77
600298,2020-05-14,40.50,40.60,39.75,40.39,0.11,0.27,"62,244","25,033",2.11,0.76
600298,2020-05-13,39.53,40.45,39.03,40.28,0.49,1.23,"99,403","39,689",3.57,1.21
600298,2020-05-12,38.40,39.96,38.38,39.79,1.59,4.16,"119,321","47,057",4.14,1.45
600298,2020-05-11,39.00,39.29,37.80,38.20,-0.68,-1.75,"74,908","28,811",3.83,0.91
600298,2020-05-08,38.50,39.28,38.05,38.88,0.42,1.09,"74,927","29,072",3.20,0.91
600298,2020-05-07,37.69,38.90,37.44,38.46,0.91,2.42,"70,981","27,200",3.89,0.86
600298,2020-05-06,36.86,37.92,36.25,37.55,0.41,1.10,"88,489","32,933",4.50,1.07
600298,2020-04-30,38.00,38.48,36.82,37.14,-1.12,-2.93,"111,152","41,606",4.34,1.35
600298,2020-04-29,39.18,39.33,38.01,38.26,-1.07,-2.72,"72,537","28,042",3.36,0.88
600298,2020-04-28,39.00,39.45,38.24,39.33,0.33,0.85,"76,256","29,759",3.10,0.93
600298,2020-04-27,37.90,39.13,37.55,39.00,0.98,2.58,"108,299","41,573",4.16,1.31
600298,2020-04-24,38.38,38.90,37.76,38.02,0.39,1.04,"115,641","44,210",3.03,1.40
600298,2020-04-23,38.61,39.52,37.47,37.63,-0.07,-0.19,"237,240","91,938",5.44,2.88
600298,2020-04-22,36.23,38.14,36.15,37.70,1.30,3.57,"115,942","43,319",5.47,1.41
600298,2020-04-21,36.50,36.63,36.12,36.40,0.12,0.33,"61,001","22,169",1.41,0.74
600298,2020-04-20,36.48,36.75,36.01,36.28,0.17,0.47,"74,960","27,246",2.05,0.91
600298,2020-04-17,37.29,37.29,35.99,36.11,-0.90,-2.43,"108,805","39,711",3.51,1.32
600298,2020-04-16,36.80,37.42,35.91,37.01,0.39,1.07,"114,676","42,131",4.12,1.39
600298,2020-04-15,36.18,36.90,35.97,36.62,0.37,1.02,"70,282","25,698",2.57,0.85
600298,2020-04-14,35.99,36.56,35.11,36.25,-0.06,-0.17,"104,327","37,448",3.99,1.27
600298,2020-04-13,35.96,36.36,35.44,36.31,0.51,1.42,"77,284","27,864",2.57,0.94
600298,2020-04-10,35.86,36.63,35.05,35.80,-0.15,-0.42,"109,761","39,313",4.40,1.33
600298,2020-04-09,35.00,36.55,34.52,35.95,1.26,3.63,"127,594","45,495",5.85,1.55
600298,2020-04-08,35.56,35.58,34.51,34.69,-1.00,-2.80,"92,323","32,110",3.00,1.12
600298,2020-04-07,35.22,36.11,35.03,35.69,0.91,2.62,"112,440","39,974",3.11,1.36
600298,2020-04-03,34.39,35.35,34.25,34.78,0.24,0.69,"73,082","25,451",3.18,0.89
600298,2020-04-02,34.96,34.98,33.89,34.54,-0.52,-1.48,"92,552","31,790",3.11,1.12
600298,2020-04-01,34.80,35.48,34.31,35.06,-0.14,-0.40,"137,398","47,968",3.32,1.67
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600298,2020-03-31,32.60,35.48,32.40,35.20,2.72,8.37,"259,752","89,819",9.48,3.15
600298,2020-03-30,31.92,32.82,31.76,32.48,0.36,1.12,"72,205","23,342",3.30,0.88
600298,2020-03-27,32.98,33.37,31.91,32.12,-0.55,-1.68,"77,448","25,216",4.47,0.94
600298,2020-03-26,31.76,32.84,31.60,32.67,0.77,2.41,"80,914","26,244",3.89,0.98
600298,2020-03-25,32.18,32.22,31.41,31.90,0.28,0.89,"84,975","27,043",2.56,1.03
600298,2020-03-24,30.94,31.74,30.60,31.62,1.21,3.98,"63,658","19,814",3.75,0.77
600298,2020-03-23,30.99,31.33,30.17,30.41,-1.29,-4.07,"87,680","26,911",3.66,1.06
600298,2020-03-20,30.80,31.85,30.41,31.70,1.30,4.28,"87,437","27,280",4.74,1.06
600298,2020-03-19,30.60,31.00,29.45,30.40,-0.22,-0.72,"105,542","31,771",5.06,1.28
600298,2020-03-18,31.50,32.35,30.61,30.62,-0.61,-1.95,"99,202","31,333",5.57,1.20
600298,2020-03-17,31.66,32.50,30.82,31.23,-0.31,-0.98,"122,032","38,235",5.33,1.48
600298,2020-03-16,32.20,33.49,31.50,31.54,-1.49,-4.51,"167,073","54,432",6.02,2.03
600298,2020-03-13,31.78,33.51,31.70,33.03,-0.19,-0.57,"133,659","43,771",5.45,1.62
600298,2020-03-12,33.11,34.07,32.02,33.22,0.09,0.27,"154,023","51,076",6.19,1.87
600298,2020-03-11,32.10,33.66,32.02,33.13,1.05,3.27,"183,316","60,365",5.11,2.22
600298,2020-03-10,31.05,32.30,31.05,32.08,0.77,2.46,"120,474","38,168",3.99,1.46
600298,2020-03-09,31.90,31.90,31.19,31.31,-0.64,-2.00,"105,608","33,325",2.22,1.28
600298,2020-03-06,32.00,32.46,31.72,31.95,-0.34,-1.05,"98,038","31,504",2.29,1.19
600298,2020-03-05,32.08,33.00,32.08,32.29,0.31,0.97,"208,349","67,819",2.88,2.53
600298,2020-03-04,30.16,31.99,30.16,31.98,1.86,6.18,"274,785","86,125",6.08,3.33
600298,2020-03-03,29.84,30.63,29.39,30.12,0.60,2.03,"148,561","44,339",4.20,1.80
600298,2020-03-02,29.02,29.82,29.00,29.52,0.52,1.79,"92,544","27,350",2.83,1.12
600298,2020-02-28,29.40,29.80,28.65,29.00,-0.88,-2.95,"109,828","31,993",3.85,1.33
600298,2020-02-27,29.33,30.30,29.10,29.88,0.38,1.29,"124,195","37,062",4.07,1.51
600298,2020-02-26,29.70,30.62,29.11,29.50,-1.29,-4.19,"216,321","64,335",4.90,2.63
600298,2020-02-25,29.00,32.10,28.90,30.79,1.30,4.41,"362,950","111,452",10.85,4.40
600298,2020-02-24,28.63,29.76,28.60,29.49,0.88,3.08,"172,430","50,338",4.05,2.09
600298,2020-02-21,28.72,28.81,28.23,28.61,-0.31,-1.07,"132,664","37,752",2.01,1.61
600298,2020-02-20,28.38,29.27,28.13,28.92,0.85,3.03,"149,956","43,214",4.06,1.82
600298,2020-02-19,27.61,28.37,27.45,28.07,0.62,2.26,"118,555","33,142",3.35,1.44
600298,2020-02-18,27.49,27.82,27.21,27.45,0.00,0.00,"87,388","24,015",2.22,1.06
600298,2020-02-17,27.01,27.48,27.01,27.45,0.48,1.78,"101,703","27,805",1.74,1.23
600298,2020-02-14,27.25,27.39,26.78,26.97,-0.42,-1.53,"89,005","24,061",2.23,1.08
600298,2020-02-13,27.99,27.99,27.16,27.39,-0.57,-2.04,"90,504","24,874",2.97,1.10
600298,2020-02-12,27.80,28.09,27.76,27.96,0.01,0.04,"41,985","11,725",1.18,0.51
600298,2020-02-11,28.37,28.49,27.80,27.95,-0.42,-1.48,"64,007","17,939",2.43,0.78
600298,2020-02-10,28.60,28.70,28.21,28.37,-0.37,-1.29,"85,476","24,318",1.70,1.04
600298,2020-02-07,27.94,28.80,27.73,28.74,0.70,2.50,"67,405","19,091",3.82,0.82
600298,2020-02-06,27.22,28.20,27.01,28.04,0.82,3.01,"51,782","14,410",4.37,0.63
600298,2020-02-05,26.97,27.47,26.41,27.22,0.49,1.83,"84,937","22,909",3.97,1.03
600298,2020-02-04,25.38,26.88,25.35,26.73,1.44,5.69,"89,936","23,804",6.05,1.09
600298,2020-02-03,25.17,25.81,25.17,25.29,-2.68,-9.58,"110,144","27,840",2.29,1.34
600298,2020-01-23,29.00,29.06,27.69,27.97,-1.20,-4.11,"76,122","21,653",4.70,0.92
600298,2020-01-22,28.82,29.22,28.68,29.17,0.20,0.69,"39,875","11,547",1.86,0.48
600298,2020-01-21,29.41,29.64,28.71,28.97,-0.67,-2.26,"74,825","21,702",3.14,0.91
600298,2020-01-20,29.50,29.81,29.42,29.64,0.03,0.10,"31,683","9,393",1.32,0.38
600298,2020-01-17,29.85,29.97,29.48,29.61,-0.24,-0.80,"39,633","11,762",1.64,0.48
600298,2020-01-16,29.95,30.19,29.60,29.85,-0.11,-0.37,"39,399","11,779",1.97,0.48
600298,2020-01-15,30.22,30.43,29.91,29.96,-0.28,-0.93,"45,295","13,629",1.72,0.55
600298,2020-01-14,30.31,30.46,30.20,30.24,-0.07,-0.23,"30,648","9,282",0.86,0.37
600298,2020-01-13,30.50,30.57,29.71,30.31,-0.17,-0.56,"57,428","17,274",2.82,0.70
600298,2020-01-10,30.37,30.80,30.26,30.48,0.10,0.33,"48,817","14,885",1.78,0.59
600298,2020-01-09,29.99,30.41,29.97,30.38,0.55,1.84,"49,455","14,956",1.48,0.60
600298,2020-01-08,30.10,30.38,29.83,29.83,-0.46,-1.52,"42,498","12,773",1.82,0.52
600298,2020-01-07,30.19,30.41,29.97,30.29,0.02,0.07,"50,894","15,367",1.45,0.62
600298,2020-01-06,30.26,30.40,30.01,30.27,0.00,0.00,"58,257","17,604",1.29,0.71
600298,2020-01-03,30.49,30.57,30.27,30.27,-0.15,-0.49,"53,349","16,187",0.99,0.65
600298,2020-01-02,30.89,30.97,30.33,30.42,-0.25,-0.82,"91,034","27,845",2.09,1.10
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
600298,2019-12-31,30.26,30.90,30.13,30.67,0.38,1.25,"64,348","19,641",2.54,0.78
600298,2019-12-30,29.66,30.39,29.31,30.29,0.65,2.19,"64,996","19,570",3.64,0.79
600298,2019-12-27,29.44,29.87,29.31,29.64,0.24,0.82,"38,615","11,463",1.90,0.47
600298,2019-12-26,29.50,29.55,29.20,29.40,-0.10,-0.34,"31,264","9,167",1.19,0.38
600298,2019-12-25,29.97,30.12,29.13,29.50,-0.40,-1.34,"43,303","12,799",3.31,0.53
600298,2019-12-24,29.76,30.05,29.61,29.90,0.10,0.34,"30,309","9,039",1.48,0.37
600298,2019-12-23,30.22,30.54,29.72,29.80,-0.42,-1.39,"32,344","9,710",2.71,0.39
600298,2019-12-20,29.98,30.47,29.96,30.22,0.30,1.00,"62,371","18,855",1.70,0.76
600298,2019-12-19,30.34,30.39,29.76,29.92,-0.33,-1.09,"40,575","12,166",2.08,0.49
600298,2019-12-18,29.86,30.31,29.75,30.25,0.39,1.31,"55,923","16,826",1.88,0.68
600298,2019-12-17,29.79,30.16,29.59,29.86,0.00,0.00,"60,023","17,947",1.91,0.73
600298,2019-12-16,29.76,29.96,29.36,29.86,0.16,0.54,"97,686","29,037",2.02,1.19
