公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
002329,2020-07-14,7.38,7.87,7.34,7.82,0.32,4.27,"542,531","41,338",7.07,7.49
002329,2020-07-13,7.28,7.68,7.10,7.50,0.29,4.02,"540,043","39,900",8.04,7.46
002329,2020-07-10,6.83,7.42,6.76,7.21,0.31,4.49,"551,838","39,323",9.57,7.62
002329,2020-07-09,6.88,6.98,6.80,6.90,0.00,0.00,"312,642","21,489",2.61,4.32
002329,2020-07-08,6.70,6.90,6.55,6.90,0.10,1.47,"354,062","23,788",5.15,4.89
002329,2020-07-07,6.91,6.94,6.70,6.80,-0.17,-2.44,"507,662","34,498",3.44,7.01
002329,2020-07-06,6.90,7.17,6.85,6.97,0.02,0.29,"565,965","39,598",4.60,7.81
002329,2020-07-03,6.70,7.10,6.70,6.95,0.26,3.89,"515,612","35,817",5.98,7.12
002329,2020-07-02,6.60,6.88,6.48,6.69,0.06,0.91,"332,488","22,189",6.03,4.59
002329,2020-07-01,6.68,6.74,6.57,6.63,-0.05,-0.75,"201,259","13,358",2.54,2.78
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
002329,2020-06-30,6.56,6.70,6.50,6.68,0.16,2.45,"212,315","14,093",3.07,2.93
002329,2020-06-29,6.42,6.59,6.36,6.52,0.01,0.15,"177,869","11,526",3.53,2.46
002329,2020-06-24,6.60,6.63,6.38,6.51,-0.09,-1.36,"242,262","15,683",3.79,3.35
002329,2020-06-23,6.40,6.67,6.32,6.60,0.26,4.10,"317,112","20,588",5.52,4.38
002329,2020-06-22,6.28,6.41,6.20,6.34,0.09,1.44,"205,524","13,005",3.36,2.84
002329,2020-06-19,6.18,6.30,6.17,6.25,0.03,0.48,"188,828","11,833",2.09,2.61
002329,2020-06-18,6.12,6.23,6.09,6.22,0.06,0.97,"142,525","8,780",2.27,1.97
002329,2020-06-17,6.19,6.19,6.07,6.16,-0.03,-0.48,"148,247","9,081",1.94,2.05
002329,2020-06-16,6.27,6.27,6.16,6.19,-0.03,-0.48,"142,489","8,832",1.77,1.97
002329,2020-06-15,5.99,6.26,5.96,6.22,0.22,3.67,"288,504","17,876",5.00,3.98
002329,2020-06-12,5.70,6.05,5.65,6.00,0.08,1.35,"143,547","8,469",6.76,1.98
002329,2020-06-11,6.14,6.15,5.91,5.92,-0.18,-2.95,"159,048","9,572",3.93,2.20
002329,2020-06-10,6.07,6.20,6.02,6.10,0.00,0.00,"101,756","6,234",2.95,1.41
002329,2020-06-09,6.21,6.23,6.06,6.10,-0.16,-2.56,"201,533","12,347",2.72,2.78
002329,2020-06-08,6.35,6.39,6.19,6.26,-0.04,-0.63,"232,898","14,589",3.17,3.22
002329,2020-06-05,6.14,6.30,6.05,6.30,0.14,2.27,"284,773","17,711",4.06,3.93
002329,2020-06-04,6.09,6.19,5.97,6.16,0.01,0.16,"237,503","14,484",3.58,3.28
002329,2020-06-03,6.13,6.19,6.07,6.15,0.01,0.16,"151,838","9,284",1.95,2.10
002329,2020-06-02,6.25,6.35,6.10,6.14,-0.09,-1.44,"255,244","15,738",4.01,3.52
002329,2020-06-01,5.98,6.27,5.97,6.23,0.25,4.18,"305,904","18,899",5.02,4.22
002329,2020-05-29,6.07,6.23,5.94,5.98,-0.14,-2.29,"174,664","10,628",4.74,2.41
002329,2020-05-28,6.14,6.29,6.01,6.12,-0.18,-2.86,"287,184","17,521",4.44,3.97
002329,2020-05-27,6.15,6.36,6.10,6.30,0.14,2.27,"334,232","20,900",4.22,4.62
002329,2020-05-26,6.19,6.23,6.05,6.16,-0.04,-0.65,"278,102","17,064",2.90,3.84
002329,2020-05-25,5.96,6.28,5.90,6.20,0.25,4.20,"328,539","20,147",6.39,4.54
002329,2020-05-22,6.09,6.11,5.90,5.95,-0.10,-1.65,"208,322","12,423",3.47,2.88
