公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
002481,2020-07-14,18.91,18.91,17.58,18.29,-0.94,-4.89,"778,265","141,403",6.92,6.26
002481,2020-07-13,19.20,19.55,18.67,19.23,0.41,2.18,"577,068","110,781",4.68,4.64
002481,2020-07-10,19.80,20.12,18.64,18.82,-1.30,-6.46,"713,539","137,113",7.36,5.74
002481,2020-07-09,18.41,20.12,18.41,20.12,1.83,10.01,"778,025","152,220",9.35,6.26
002481,2020-07-08,18.01,18.39,17.60,18.29,0.14,0.77,"520,172","94,072",4.35,4.18
002481,2020-07-07,17.18,18.55,16.90,18.15,1.11,6.51,"749,156","133,510",9.68,6.03
002481,2020-07-06,16.85,17.29,16.20,17.04,-0.12,-0.70,"580,105","97,550",6.35,4.67
002481,2020-07-03,17.84,17.92,16.29,17.16,-0.94,-5.19,"801,470","135,229",9.01,6.45
002481,2020-07-02,17.74,18.34,17.52,18.10,0.59,3.37,"679,150","121,734",4.68,5.46
002481,2020-07-01,17.65,18.40,17.22,17.51,0.19,1.10,"510,209","91,090",6.81,4.10
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
002481,2020-06-30,17.04,17.54,16.75,17.32,0.62,3.71,"353,126","60,636",4.73,2.84
002481,2020-06-29,16.79,17.29,16.68,16.70,-0.09,-0.54,"367,217","62,332",3.63,2.95
002481,2020-06-24,17.50,17.69,16.30,16.79,-0.60,-3.45,"418,370","70,263",7.99,3.36
002481,2020-06-23,17.20,17.55,17.03,17.39,0.04,0.23,"223,486","38,720",3.00,1.80
002481,2020-06-22,17.36,17.80,17.19,17.35,-0.09,-0.52,"293,326","51,052",3.50,2.36
002481,2020-06-19,17.61,18.44,17.00,17.44,0.08,0.46,"445,011","79,424",8.29,3.58
002481,2020-06-18,17.87,17.99,17.11,17.36,-0.54,-3.02,"339,309","59,102",4.92,2.73
002481,2020-06-17,18.00,18.13,17.52,17.90,0.06,0.34,"460,625","82,184",3.42,3.70
002481,2020-06-16,18.35,18.35,17.61,17.84,0.04,0.22,"438,379","78,269",4.16,3.53
002481,2020-06-15,17.09,18.68,17.00,17.80,0.78,4.58,"794,052","142,078",9.87,6.39
002481,2020-06-12,15.83,17.30,15.75,17.02,0.91,5.65,"531,084","88,702",9.62,4.27
002481,2020-06-11,16.54,16.87,16.06,16.11,-0.50,-3.01,"423,227","69,473",4.88,3.40
002481,2020-06-10,16.36,17.05,16.30,16.61,0.26,1.59,"429,717","71,769",4.59,3.46
002481,2020-06-09,17.10,17.26,15.50,16.35,0.03,0.18,"619,183","101,650",10.78,4.98
002481,2020-06-08,15.59,16.58,15.32,16.32,0.73,4.68,"563,352","90,514",8.08,4.53
002481,2020-06-05,15.56,15.95,15.37,15.59,-0.16,-1.02,"438,588","68,453",3.68,3.53
002481,2020-06-04,14.89,16.06,14.70,15.77,1.03,6.99,"710,213","111,054",9.23,5.71
002481,2020-06-03,15.17,15.26,14.65,14.74,-0.35,-2.32,"413,581","61,796",4.04,3.33
002481,2020-06-02,15.30,15.53,14.91,15.09,0.33,2.24,"715,022","108,573",4.20,5.75
002481,2020-06-01,13.90,14.76,13.82,14.76,1.34,9.99,"580,244","83,924",7.00,4.67
002481,2020-05-29,12.90,13.50,12.90,13.42,0.36,2.76,"200,856","26,750",4.59,1.62
002481,2020-05-28,13.12,13.21,12.71,13.06,-0.28,-2.10,"288,469","37,393",3.75,2.32
002481,2020-05-27,13.78,14.08,13.00,13.34,-0.50,-3.61,"323,542","44,210",7.80,2.60
002481,2020-05-26,13.73,13.92,13.51,13.84,0.09,0.65,"218,413","30,005",2.98,1.76
002481,2020-05-25,13.45,13.83,13.20,13.75,0.30,2.23,"249,882","33,999",4.68,2.01
002481,2020-05-22,13.72,14.00,13.20,13.45,-0.38,-2.75,"332,036","45,164",5.78,2.67
002481,2020-05-21,14.16,14.45,13.79,13.83,-0.43,-3.02,"378,007","53,158",4.63,3.04
002481,2020-05-20,14.73,14.87,14.12,14.26,-0.43,-2.93,"375,424","54,173",5.11,3.02
002481,2020-05-19,14.63,14.95,14.20,14.69,0.09,0.62,"429,576","62,544",5.14,3.45
002481,2020-05-18,14.13,14.85,14.13,14.60,0.37,2.60,"482,593","70,285",5.06,3.88
002481,2020-05-15,14.41,14.70,14.05,14.23,-0.14,-0.97,"449,679","64,532",4.52,3.62
002481,2020-05-14,14.91,14.99,14.32,14.37,-0.90,-5.89,"641,732","93,890",4.39,5.16
002481,2020-05-13,14.00,15.58,13.90,15.27,1.08,7.61,"839,488","125,035",11.84,6.75
002481,2020-05-12,13.90,14.49,13.82,14.19,0.09,0.64,"461,756","65,514",4.75,3.71
002481,2020-05-11,14.55,14.65,14.03,14.10,-0.13,-0.91,"432,782","61,587",4.36,3.48
002481,2020-05-08,14.21,14.84,13.92,14.23,-0.15,-1.04,"752,673","108,208",6.40,6.05
002481,2020-05-07,14.50,14.91,14.23,14.38,0.73,5.35,"899,140","130,933",4.98,7.23
002481,2020-05-06,12.78,13.70,12.78,13.65,0.70,5.41,"603,510","80,419",7.10,4.85
002481,2020-04-30,13.06,13.19,12.76,12.95,0.07,0.54,"480,429","62,458",3.34,3.86
002481,2020-04-29,13.45,13.67,12.82,12.88,-0.84,-6.12,"618,387","81,497",6.20,4.97
002481,2020-04-28,13.52,14.12,12.89,13.72,0.05,0.37,"800,689","108,737",9.00,6.44
002481,2020-04-27,14.12,14.65,13.50,13.67,-0.70,-4.87,"864,640","121,486",8.00,6.95
002481,2020-04-24,15.95,15.95,14.37,14.37,-1.60,-10.02,"1,540,007","226,847",9.89,12.39
002481,2020-04-23,15.15,15.97,14.80,15.97,1.45,9.99,"1,757,807","277,206",8.06,14.14
002481,2020-04-22,13.42,14.52,13.30,14.52,1.32,10.00,"1,363,863","192,918",9.24,10.97
002481,2020-04-21,12.27,13.65,12.07,13.20,0.79,6.37,"1,234,008","161,646",12.73,9.92
002481,2020-04-20,11.51,12.51,11.51,12.41,0.83,7.17,"593,143","72,035",8.64,4.77
002481,2020-04-17,11.55,11.77,11.50,11.58,-0.08,-0.69,"260,949","30,352",2.32,2.10
002481,2020-04-16,11.70,12.00,11.52,11.66,-0.22,-1.85,"322,152","37,761",4.04,2.59
002481,2020-04-15,11.67,12.10,11.36,11.88,0.16,1.37,"457,567","53,661",6.31,3.68
002481,2020-04-14,11.76,11.88,11.50,11.72,0.09,0.77,"297,472","34,674",3.27,2.39
002481,2020-04-13,11.52,11.75,11.16,11.63,0.08,0.69,"279,007","32,157",5.11,2.24
002481,2020-04-10,12.12,12.37,11.54,11.55,-0.56,-4.62,"508,879","60,419",6.85,4.09
002481,2020-04-09,11.88,12.51,11.68,12.11,0.30,2.54,"550,615","66,814",7.03,4.43
002481,2020-04-08,11.90,12.20,11.70,11.81,-0.37,-3.04,"522,554","62,135",4.11,4.20
002481,2020-04-07,11.40,12.37,11.15,12.18,0.93,8.27,"763,783","90,301",10.84,6.14
002481,2020-04-03,11.09,11.60,10.95,11.25,0.04,0.36,"592,666","67,032",5.80,4.77
002481,2020-04-02,11.15,11.35,10.76,11.21,0.11,0.99,"593,559","65,479",5.32,4.77
002481,2020-04-01,11.38,11.44,10.75,11.10,0.06,0.54,"920,154","102,347",6.25,7.40
公司编码,日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
002481,2020-03-31,10.13,11.04,10.10,11.04,1.00,9.96,"453,365","48,714",9.36,3.65
002481,2020-03-30,10.10,10.54,9.72,10.04,-0.29,-2.81,"430,007","43,555",7.94,3.46
002481,2020-03-27,10.89,10.94,10.27,10.33,-0.46,-4.26,"448,739","47,320",6.21,3.61
002481,2020-03-26,10.90,11.21,10.70,10.79,-0.27,-2.44,"417,411","45,674",4.61,3.36
002481,2020-03-25,10.69,11.18,10.56,11.06,0.65,6.24,"529,133","57,664",5.96,4.26
002481,2020-03-24,10.32,10.56,10.08,10.41,0.32,3.17,"418,648","43,350",4.76,3.37
002481,2020-03-23,10.30,10.83,9.82,10.09,-0.78,-7.18,"386,097","39,717",9.29,3.11
002481,2020-03-20,10.89,10.96,10.52,10.87,0.22,2.07,"359,014","38,598",4.13,2.89
002481,2020-03-19,11.00,11.02,10.15,10.65,0.01,0.09,"475,689","50,067",8.18,3.83
002481,2020-03-18,10.80,11.45,10.62,10.64,0.00,0.00,"561,622","62,171",7.80,4.52
002481,2020-03-17,11.21,11.38,10.06,10.64,-0.54,-4.83,"656,071","69,099",11.81,5.28
002481,2020-03-16,12.00,12.24,10.89,11.18,-0.80,-6.68,"485,916","56,026",11.27,3.91
002481,2020-03-13,11.02,12.20,10.88,11.98,0.23,1.96,"441,564","51,744",11.23,3.55
002481,2020-03-12,11.80,12.13,11.42,11.75,-0.47,-3.85,"404,464","47,606",5.81,3.25
002481,2020-03-11,12.30,12.95,12.14,12.22,0.00,0.00,"453,813","56,869",6.63,3.65
002481,2020-03-10,11.72,12.38,11.36,12.22,0.28,2.35,"491,575","58,871",8.54,3.95
002481,2020-03-09,12.60,12.91,11.80,11.94,-0.86,-6.72,"600,387","73,343",8.67,4.83
002481,2020-03-06,12.40,13.18,12.31,12.80,-0.17,-1.31,"551,709","70,680",6.71,4.44
002481,2020-03-05,13.10,13.74,12.96,12.97,-0.03,-0.23,"685,188","91,193",6.00,5.51
002481,2020-03-04,13.80,13.80,12.40,13.00,-0.65,-4.76,"846,974","110,141",10.26,6.81
002481,2020-03-03,12.70,13.65,12.53,13.65,1.24,9.99,"867,209","113,287",9.03,6.97
002481,2020-03-02,12.85,12.97,11.48,12.41,-0.34,-2.67,"878,565","107,339",11.69,7.07
002481,2020-02-28,13.13,14.14,12.68,12.75,-0.96,-7.00,"973,836","129,245",10.65,7.83
002481,2020-02-27,12.75,13.71,12.50,13.71,1.25,10.03,"855,595","113,841",9.71,6.88
002481,2020-02-26,13.02,13.22,12.22,12.46,-0.93,-6.95,"929,603","117,554",7.47,7.48
002481,2020-02-25,12.90,14.76,12.36,13.39,-0.03,-0.22,"1,280,175","170,744",17.88,10.30
002481,2020-02-24,12.95,13.68,12.52,13.42,0.74,5.84,"1,001,211","131,884",9.15,8.05
002481,2020-02-21,12.06,12.68,11.47,12.68,1.15,9.97,"1,106,294","134,363",10.49,8.90
002481,2020-02-20,10.65,11.53,10.60,11.53,1.05,10.02,"815,009","92,199",8.87,6.55
002481,2020-02-19,10.56,11.08,10.32,10.48,-0.01,-0.10,"792,804","84,401",7.25,6.38
002481,2020-02-18,9.52,10.56,9.48,10.49,0.77,7.92,"864,366","86,840",11.11,6.95
002481,2020-02-17,9.20,9.87,9.16,9.72,0.62,6.81,"818,398","77,514",7.80,6.58
002481,2020-02-14,9.09,9.48,8.92,9.10,0.00,0.00,"735,773","67,351",6.15,5.92
002481,2020-02-13,8.69,9.50,8.55,9.10,0.42,4.84,"1,036,882","94,349",10.94,8.34
002481,2020-02-12,8.02,8.68,7.95,8.68,0.79,10.01,"868,263","73,467",9.25,6.98
002481,2020-02-11,8.02,8.28,7.81,7.89,-0.11,-1.38,"543,754","43,415",5.88,4.37
002481,2020-02-10,7.30,8.04,7.28,8.00,0.69,9.44,"590,959","45,972",10.40,4.75
002481,2020-02-07,7.35,7.47,7.19,7.31,-0.08,-1.08,"289,531","21,132",3.79,2.33
002481,2020-02-06,7.29,7.55,7.18,7.39,0.09,1.23,"313,438","23,190",5.07,2.52
002481,2020-02-05,6.83,7.47,6.80,7.30,0.51,7.51,"433,798","31,245",9.87,3.49
002481,2020-02-04,6.48,6.99,6.48,6.79,-0.41,-5.69,"504,266","33,988",7.08,4.06
002481,2020-02-03,7.20,7.20,7.20,7.20,-0.80,-10.00,"17,756","1,278",0.00,0.14
002481,2020-01-23,8.39,8.57,7.75,8.00,-0.57,-6.65,"386,926","31,491",9.57,3.11
002481,2020-01-22,8.65,8.68,8.33,8.57,0.10,1.18,"315,481","26,844",4.13,2.54
002481,2020-01-21,8.38,8.67,8.31,8.47,0.10,1.19,"377,903","32,160",4.30,3.04
002481,2020-01-20,8.01,8.50,8.00,8.37,0.33,4.10,"304,408","25,201",6.22,2.45
002481,2020-01-17,8.20,8.23,8.01,8.04,-0.12,-1.47,"195,786","15,897",2.70,1.57
002481,2020-01-16,8.29,8.30,8.14,8.16,-0.24,-2.86,"277,301","22,741",1.90,2.23
